Motor Fault	19-10-2021T03:32:14	19-10-2021T03:32:19
Emergency Stop	19-10-2021T03:33:58	19-10-2021T03:34:01
Emergency Stop	19-10-2021T03:34:22	19-10-2021T03:34:31
Low Level	19-10-2021T03:34:23	19-10-2021T03:34:35
Emergency Stop	19-10-2021T03:35:09	19-10-2021T03:35:18
Low Level	19-10-2021T03:35:17	19-10-2021T03:35:18
Emergency Stop	19-10-2021T03:35:38	19-10-2021T03:35:46
Low Level	19-10-2021T03:35:40	19-10-2021T03:35:50
Low Level	19-10-2021T03:35:44	19-10-2021T03:35:48
Motor Fault	19-10-2021T03:35:53	19-10-2021T03:35:57
Pressure Switch	19-10-2021T03:36:15	19-10-2021T03:36:19
Pressure Switch	19-10-2021T03:37:10	19-10-2021T03:37:15
Pressure Switch	19-10-2021T03:37:14	19-10-2021T03:37:23
Motor Fault	19-10-2021T03:38:08	19-10-2021T03:38:09
High Level	19-10-2021T03:38:29	19-10-2021T03:38:39
High Level	19-10-2021T03:38:55	19-10-2021T03:39:08
Pressure Switch	19-10-2021T03:39:21	19-10-2021T03:39:26
Motor Fault	19-10-2021T03:39:28	19-10-2021T03:39:39
Emergency Stop	19-10-2021T03:39:35	19-10-2021T03:39:42
Motor Fault	19-10-2021T03:40:13	19-10-2021T03:40:26
High Level	19-10-2021T03:40:19	19-10-2021T03:40:23
Motor Fault	19-10-2021T03:40:26	19-10-2021T03:40:29
Motor Fault	19-10-2021T03:40:30	19-10-2021T03:40:33
High Level	19-10-2021T03:41:06	19-10-2021T03:41:16
High Level	19-10-2021T03:41:27	19-10-2021T03:41:39
Pressure Switch	19-10-2021T03:42:45	19-10-2021T03:42:51
High Level	19-10-2021T03:43:21	19-10-2021T03:43:33
Pressure Switch	19-10-2021T03:44:40	19-10-2021T03:44:47
High Level	19-10-2021T03:44:52	19-10-2021T03:45:00
Motor Fault	19-10-2021T03:46:10	19-10-2021T03:46:18
High Level	19-10-2021T03:47:16	19-10-2021T03:47:18
Pressure Switch	19-10-2021T03:47:16	19-10-2021T03:47:20
Low Level	19-10-2021T03:47:45	19-10-2021T03:47:50
Motor Fault	19-10-2021T03:47:54	19-10-2021T03:47:57
Pressure Switch	19-10-2021T03:48:17	19-10-2021T03:48:29
Pressure Switch	19-10-2021T03:48:20	19-10-2021T03:48:21
Low Level	19-10-2021T03:49:10	19-10-2021T03:49:12
Pressure Switch	19-10-2021T03:49:14	19-10-2021T03:49:16
Motor Fault	19-10-2021T03:49:45	19-10-2021T03:49:51
Pressure Switch	19-10-2021T03:50:00	19-10-2021T03:50:13
Low Level	19-10-2021T03:50:02	19-10-2021T03:50:04
Motor Fault	19-10-2021T03:50:21	19-10-2021T03:50:32
High Level	19-10-2021T03:51:14	19-10-2021T03:51:18
Pressure Switch	19-10-2021T03:51:18	19-10-2021T03:51:30
Low Level	19-10-2021T03:52:15	19-10-2021T03:52:17
High Level	19-10-2021T03:52:27	19-10-2021T03:52:29
Motor Fault	19-10-2021T03:52:38	19-10-2021T03:52:41
Low Level	19-10-2021T03:53:40	19-10-2021T03:53:49
Motor Fault	19-10-2021T03:54:30	19-10-2021T03:54:38
Low Level	19-10-2021T03:54:37	19-10-2021T03:54:42
Pressure Switch	19-10-2021T03:55:00	19-10-2021T03:55:10
Pressure Switch	19-10-2021T03:55:45	19-10-2021T03:55:56
High Level	19-10-2021T03:55:51	19-10-2021T03:55:53
High Level	19-10-2021T03:57:15	19-10-2021T03:57:28
Low Level	19-10-2021T03:57:35	19-10-2021T03:57:46
High Level	19-10-2021T03:58:33	19-10-2021T03:58:46
Motor Fault	19-10-2021T03:58:35	19-10-2021T03:58:40
Pressure Switch	19-10-2021T04:00:29	19-10-2021T04:00:38
Pressure Switch	19-10-2021T04:00:52	19-10-2021T04:00:54
Motor Fault	19-10-2021T04:01:06	19-10-2021T04:01:15
Motor Fault	19-10-2021T04:01:07	19-10-2021T04:01:17
High Level	19-10-2021T04:02:03	19-10-2021T04:02:14
Pressure Switch	19-10-2021T04:02:04	19-10-2021T04:02:08
Low Level	19-10-2021T04:02:38	19-10-2021T04:02:42
Motor Fault	19-10-2021T04:03:23	19-10-2021T04:03:32
High Level	19-10-2021T04:03:44	19-10-2021T04:03:47
Motor Fault	19-10-2021T04:04:44	19-10-2021T04:04:47
Low Level	19-10-2021T04:05:34	19-10-2021T04:05:36
Pressure Switch	19-10-2021T04:06:44	19-10-2021T04:06:45
Pressure Switch	19-10-2021T04:07:18	19-10-2021T04:07:22
Motor Fault	19-10-2021T04:08:04	19-10-2021T04:08:09
Emergency Stop	19-10-2021T04:08:43	19-10-2021T04:08:45
Emergency Stop	19-10-2021T04:08:59	19-10-2021T04:09:03
Motor Fault	19-10-2021T04:09:14	19-10-2021T04:09:16
Pressure Switch	19-10-2021T04:09:50	19-10-2021T04:09:51
Pressure Switch	19-10-2021T04:09:50	19-10-2021T04:09:54
Motor Fault	19-10-2021T04:10:00	19-10-2021T04:10:08
Motor Fault	19-10-2021T04:10:18	19-10-2021T04:10:28
High Level	19-10-2021T04:10:36	19-10-2021T04:10:41
Low Level	19-10-2021T04:12:06	19-10-2021T04:12:18
Low Level	19-10-2021T04:12:08	19-10-2021T04:12:09
High Level	19-10-2021T04:12:08	19-10-2021T04:12:17
Pressure Switch	19-10-2021T04:12:25	19-10-2021T04:12:31
High Level	19-10-2021T04:12:35	19-10-2021T04:12:36
Motor Fault	19-10-2021T04:13:23	19-10-2021T04:13:34
Emergency Stop	19-10-2021T04:13:48	19-10-2021T04:13:57
High Level	19-10-2021T04:14:50	19-10-2021T04:14:54
High Level	19-10-2021T04:14:55	19-10-2021T04:14:56
Emergency Stop	19-10-2021T04:15:31	19-10-2021T04:15:44
Motor Fault	19-10-2021T04:16:09	19-10-2021T04:16:19
High Level	19-10-2021T04:16:15	19-10-2021T04:16:18
Low Level	19-10-2021T04:17:03	19-10-2021T04:17:04
Pressure Switch	19-10-2021T04:17:09	19-10-2021T04:17:14
High Level	19-10-2021T04:17:45	19-10-2021T04:17:49
Pressure Switch	19-10-2021T04:17:51	19-10-2021T04:17:54
Motor Fault	19-10-2021T04:18:19	19-10-2021T04:18:20
Low Level	19-10-2021T04:19:07	19-10-2021T04:19:16
Low Level	19-10-2021T04:19:32	19-10-2021T04:19:43
Motor Fault	19-10-2021T04:19:53	19-10-2021T04:20:01
Motor Fault	19-10-2021T04:20:12	19-10-2021T04:20:17
Pressure Switch	19-10-2021T04:20:23	19-10-2021T04:20:25
Motor Fault	19-10-2021T04:20:24	19-10-2021T04:20:36
Pressure Switch	19-10-2021T04:21:39	19-10-2021T04:21:43
Pressure Switch	19-10-2021T04:21:39	19-10-2021T04:21:51
Pressure Switch	19-10-2021T04:22:10	19-10-2021T04:22:19
Pressure Switch	19-10-2021T04:22:53	19-10-2021T04:22:55
Pressure Switch	19-10-2021T04:23:02	19-10-2021T04:23:09
Low Level	19-10-2021T04:23:34	19-10-2021T04:23:45
Low Level	19-10-2021T04:23:41	19-10-2021T04:23:48
Low Level	19-10-2021T04:24:05	19-10-2021T04:24:13
Low Level	19-10-2021T04:24:07	19-10-2021T04:24:16
Low Level	19-10-2021T04:24:35	19-10-2021T04:24:36
Pressure Switch	19-10-2021T04:25:31	19-10-2021T04:25:37
Motor Fault	19-10-2021T04:25:48	19-10-2021T04:25:52
High Level	19-10-2021T04:26:05	19-10-2021T04:26:08
Motor Fault	19-10-2021T04:26:26	19-10-2021T04:26:37
Pressure Switch	19-10-2021T04:26:39	19-10-2021T04:26:41
Low Level	19-10-2021T04:26:40	19-10-2021T04:26:44
Low Level	19-10-2021T04:26:49	19-10-2021T04:27:02
Pressure Switch	19-10-2021T04:27:26	19-10-2021T04:27:32
Low Level	19-10-2021T04:27:30	19-10-2021T04:27:43
High Level	19-10-2021T04:27:38	19-10-2021T04:27:42
Motor Fault	19-10-2021T04:28:36	19-10-2021T04:28:43
Low Level	19-10-2021T04:29:30	19-10-2021T04:29:40
High Level	19-10-2021T04:29:45	19-10-2021T04:29:46
Pressure Switch	19-10-2021T04:29:56	19-10-2021T04:29:57
Emergency Stop	19-10-2021T04:30:00	19-10-2021T04:30:05
Pressure Switch	19-10-2021T04:30:00	19-10-2021T04:30:06
High Level	19-10-2021T04:30:06	19-10-2021T04:30:09
Pressure Switch	19-10-2021T04:30:22	19-10-2021T04:30:26
Low Level	19-10-2021T04:31:00	19-10-2021T04:31:01
Motor Fault	19-10-2021T04:31:21	19-10-2021T04:31:31
Pressure Switch	19-10-2021T04:31:25	19-10-2021T04:31:36
Motor Fault	19-10-2021T04:31:29	19-10-2021T04:31:31
Pressure Switch	19-10-2021T04:31:34	19-10-2021T04:31:42
Pressure Switch	19-10-2021T04:31:38	19-10-2021T04:31:45
Emergency Stop	19-10-2021T04:32:01	19-10-2021T04:32:04
High Level	19-10-2021T04:32:45	19-10-2021T04:32:56
Pressure Switch	19-10-2021T04:32:50	19-10-2021T04:33:03
Low Level	19-10-2021T04:33:02	19-10-2021T04:33:03
Motor Fault	19-10-2021T04:33:23	19-10-2021T04:33:32
High Level	19-10-2021T04:36:12	19-10-2021T04:36:17
High Level	19-10-2021T04:36:34	19-10-2021T04:36:37
Pressure Switch	19-10-2021T04:36:56	19-10-2021T04:37:02
Motor Fault	19-10-2021T04:37:12	19-10-2021T04:37:24
Motor Fault	19-10-2021T04:37:13	19-10-2021T04:37:16
Low Level	19-10-2021T04:38:37	19-10-2021T04:38:47
High Level	19-10-2021T04:38:43	19-10-2021T04:38:48
Low Level	19-10-2021T04:38:48	19-10-2021T04:38:53
Pressure Switch	19-10-2021T04:39:38	19-10-2021T04:39:42
Motor Fault	19-10-2021T04:39:57	19-10-2021T04:40:01
Motor Fault	19-10-2021T04:40:38	19-10-2021T04:40:43
High Level	19-10-2021T04:41:01	19-10-2021T04:41:13
Emergency Stop	19-10-2021T04:41:13	19-10-2021T04:41:23
High Level	19-10-2021T04:41:18	19-10-2021T04:41:19
Low Level	19-10-2021T04:41:37	19-10-2021T04:41:48
High Level	19-10-2021T04:42:24	19-10-2021T04:42:31
Pressure Switch	19-10-2021T04:44:05	19-10-2021T04:44:11
High Level	19-10-2021T04:44:52	19-10-2021T04:44:53
High Level	19-10-2021T04:45:05	19-10-2021T04:45:16
Low Level	19-10-2021T04:45:07	19-10-2021T04:45:09
Motor Fault	19-10-2021T04:45:25	19-10-2021T04:45:36
Pressure Switch	19-10-2021T04:46:29	19-10-2021T04:46:34
High Level	19-10-2021T04:46:44	19-10-2021T04:46:48
Motor Fault	19-10-2021T04:47:13	19-10-2021T04:47:23
High Level	19-10-2021T04:47:23	19-10-2021T04:47:29
Motor Fault	19-10-2021T04:48:43	19-10-2021T04:48:44
Motor Fault	19-10-2021T04:49:55	19-10-2021T04:50:07
Pressure Switch	19-10-2021T04:50:52	19-10-2021T04:50:58
Motor Fault	19-10-2021T04:51:06	19-10-2021T04:51:12
Pressure Switch	19-10-2021T04:51:47	19-10-2021T04:51:52
Low Level	19-10-2021T04:54:17	19-10-2021T04:54:23
High Level	19-10-2021T04:54:21	19-10-2021T04:54:25
Low Level	19-10-2021T04:54:41	19-10-2021T04:54:43
Low Level	19-10-2021T04:54:47	19-10-2021T04:54:50
Pressure Switch	19-10-2021T04:55:27	19-10-2021T04:55:29
Motor Fault	19-10-2021T04:55:27	19-10-2021T04:55:31
Motor Fault	19-10-2021T04:55:41	19-10-2021T04:55:53
Motor Fault	19-10-2021T04:55:48	19-10-2021T04:55:52
Low Level	19-10-2021T04:55:50	19-10-2021T04:55:53
Emergency Stop	19-10-2021T04:57:17	19-10-2021T04:57:30
Pressure Switch	19-10-2021T04:58:48	19-10-2021T04:58:58
High Level	19-10-2021T04:58:51	19-10-2021T04:58:52
Pressure Switch	19-10-2021T05:00:13	19-10-2021T05:00:19
High Level	19-10-2021T05:00:41	19-10-2021T05:00:44
Pressure Switch	19-10-2021T05:01:28	19-10-2021T05:01:31
High Level	19-10-2021T05:01:28	19-10-2021T05:01:37
Pressure Switch	19-10-2021T05:01:41	19-10-2021T05:01:44
High Level	19-10-2021T05:02:16	19-10-2021T05:02:20
High Level	19-10-2021T05:02:18	19-10-2021T05:02:21
Emergency Stop	19-10-2021T05:02:37	19-10-2021T05:02:45
High Level	19-10-2021T05:03:23	19-10-2021T05:03:26
Motor Fault	19-10-2021T05:03:45	19-10-2021T05:03:52
Pressure Switch	19-10-2021T05:03:58	19-10-2021T05:03:59
Pressure Switch	19-10-2021T05:04:52	19-10-2021T05:05:03
Motor Fault	19-10-2021T05:05:20	19-10-2021T05:05:22
Motor Fault	19-10-2021T05:05:41	19-10-2021T05:05:52
Motor Fault	19-10-2021T05:06:32	19-10-2021T05:06:34
Pressure Switch	19-10-2021T05:06:44	19-10-2021T05:06:51
Pressure Switch	19-10-2021T05:07:14	19-10-2021T05:07:27
Motor Fault	19-10-2021T05:08:14	19-10-2021T05:08:19
Motor Fault	19-10-2021T05:08:44	19-10-2021T05:08:55
Emergency Stop	19-10-2021T05:09:06	19-10-2021T05:09:13
Motor Fault	19-10-2021T05:10:46	19-10-2021T05:10:53
Low Level	19-10-2021T05:10:53	19-10-2021T05:10:55
Emergency Stop	19-10-2021T05:11:28	19-10-2021T05:11:35
Low Level	19-10-2021T05:11:33	19-10-2021T05:11:39
Motor Fault	19-10-2021T05:11:52	19-10-2021T05:11:53
Pressure Switch	19-10-2021T05:12:25	19-10-2021T05:12:36
Motor Fault	19-10-2021T05:13:03	19-10-2021T05:13:13
Motor Fault	19-10-2021T05:13:23	19-10-2021T05:13:30
Motor Fault	19-10-2021T05:13:26	19-10-2021T05:13:39
Motor Fault	19-10-2021T05:13:45	19-10-2021T05:13:57
Motor Fault	19-10-2021T05:14:01	19-10-2021T05:14:07
High Level	19-10-2021T05:14:19	19-10-2021T05:14:26
Motor Fault	19-10-2021T05:15:14	19-10-2021T05:15:23
Emergency Stop	19-10-2021T05:15:14	19-10-2021T05:15:21
Pressure Switch	19-10-2021T05:15:57	19-10-2021T05:16:09
Low Level	19-10-2021T05:16:05	19-10-2021T05:16:18
Low Level	19-10-2021T05:16:07	19-10-2021T05:16:11
Motor Fault	19-10-2021T05:16:10	19-10-2021T05:16:16
Pressure Switch	19-10-2021T05:16:16	19-10-2021T05:16:24
Motor Fault	19-10-2021T05:16:29	19-10-2021T05:16:36
Emergency Stop	19-10-2021T05:16:43	19-10-2021T05:16:44
High Level	19-10-2021T05:16:59	19-10-2021T05:17:08
High Level	19-10-2021T05:17:02	19-10-2021T05:17:04
High Level	19-10-2021T05:17:18	19-10-2021T05:17:29
Motor Fault	19-10-2021T05:17:54	19-10-2021T05:18:03
Low Level	19-10-2021T05:17:56	19-10-2021T05:17:57
High Level	19-10-2021T05:18:38	19-10-2021T05:18:40
Motor Fault	19-10-2021T05:18:56	19-10-2021T05:19:07
Pressure Switch	19-10-2021T05:21:28	19-10-2021T05:21:31
Motor Fault	19-10-2021T05:22:25	19-10-2021T05:22:27
Pressure Switch	19-10-2021T05:22:31	19-10-2021T05:22:37
Pressure Switch	19-10-2021T05:22:51	19-10-2021T05:23:02
Motor Fault	19-10-2021T05:23:01	19-10-2021T05:23:09
High Level	19-10-2021T05:23:23	19-10-2021T05:23:27
Emergency Stop	19-10-2021T05:24:17	19-10-2021T05:24:27
Low Level	19-10-2021T05:25:27	19-10-2021T05:25:35
Pressure Switch	19-10-2021T05:25:27	19-10-2021T05:25:30
Pressure Switch	19-10-2021T05:26:25	19-10-2021T05:26:28
Emergency Stop	19-10-2021T05:26:36	19-10-2021T05:26:49
Motor Fault	19-10-2021T05:26:39	19-10-2021T05:26:52
Emergency Stop	19-10-2021T05:26:40	19-10-2021T05:26:49
Motor Fault	19-10-2021T05:27:04	19-10-2021T05:27:06
Low Level	19-10-2021T05:27:17	19-10-2021T05:27:30
High Level	19-10-2021T05:27:29	19-10-2021T05:27:37
Low Level	19-10-2021T05:27:47	19-10-2021T05:27:50
Low Level	19-10-2021T05:27:54	19-10-2021T05:27:58
High Level	19-10-2021T05:28:24	19-10-2021T05:28:27
Pressure Switch	19-10-2021T05:30:12	19-10-2021T05:30:18
High Level	19-10-2021T05:30:35	19-10-2021T05:30:42
Motor Fault	19-10-2021T05:30:51	19-10-2021T05:30:58
Low Level	19-10-2021T05:31:41	19-10-2021T05:31:49
Motor Fault	19-10-2021T05:32:01	19-10-2021T05:32:03
Pressure Switch	19-10-2021T05:32:28	19-10-2021T05:32:33
Emergency Stop	19-10-2021T05:32:31	19-10-2021T05:32:35
High Level	19-10-2021T05:33:18	19-10-2021T05:33:22
Low Level	19-10-2021T05:34:12	19-10-2021T05:34:13
Emergency Stop	19-10-2021T05:34:46	19-10-2021T05:34:58
High Level	19-10-2021T05:34:55	19-10-2021T05:35:02
Pressure Switch	19-10-2021T05:35:23	19-10-2021T05:35:29
Low Level	19-10-2021T05:35:32	19-10-2021T05:35:38
Pressure Switch	19-10-2021T05:35:35	19-10-2021T05:35:36
Low Level	19-10-2021T05:36:24	19-10-2021T05:36:36
High Level	19-10-2021T05:36:46	19-10-2021T05:36:53
Motor Fault	19-10-2021T05:36:47	19-10-2021T05:36:51
High Level	19-10-2021T05:37:13	19-10-2021T05:37:25
Pressure Switch	19-10-2021T05:38:05	19-10-2021T05:38:07
Emergency Stop	19-10-2021T05:38:06	19-10-2021T05:38:14
High Level	19-10-2021T05:39:28	19-10-2021T05:39:35
Pressure Switch	19-10-2021T05:39:49	19-10-2021T05:39:52
Pressure Switch	19-10-2021T05:40:00	19-10-2021T05:40:02
Pressure Switch	19-10-2021T05:41:14	19-10-2021T05:41:18
Emergency Stop	19-10-2021T05:41:41	19-10-2021T05:41:52
Emergency Stop	19-10-2021T05:41:57	19-10-2021T05:42:03
Pressure Switch	19-10-2021T05:42:36	19-10-2021T05:42:39
Pressure Switch	19-10-2021T05:42:50	19-10-2021T05:42:57
Emergency Stop	19-10-2021T05:43:20	19-10-2021T05:43:24
Motor Fault	19-10-2021T05:45:15	19-10-2021T05:45:16
Pressure Switch	19-10-2021T05:45:17	19-10-2021T05:45:21
Motor Fault	19-10-2021T05:45:37	19-10-2021T05:45:44
High Level	19-10-2021T05:45:52	19-10-2021T05:45:53
Pressure Switch	19-10-2021T05:46:09	19-10-2021T05:46:12
Motor Fault	19-10-2021T05:46:30	19-10-2021T05:46:41
Pressure Switch	19-10-2021T05:46:37	19-10-2021T05:46:45
Pressure Switch	19-10-2021T05:47:13	19-10-2021T05:47:21
Low Level	19-10-2021T05:47:23	19-10-2021T05:47:29
High Level	19-10-2021T05:47:59	19-10-2021T05:48:00
High Level	19-10-2021T05:48:32	19-10-2021T05:48:38
Emergency Stop	19-10-2021T05:48:42	19-10-2021T05:48:43
Low Level	19-10-2021T05:48:58	19-10-2021T05:49:09
Emergency Stop	19-10-2021T05:49:13	19-10-2021T05:49:19
High Level	19-10-2021T05:49:34	19-10-2021T05:49:47
High Level	19-10-2021T05:50:15	19-10-2021T05:50:23
Motor Fault	19-10-2021T05:50:22	19-10-2021T05:50:35
Pressure Switch	19-10-2021T05:51:23	19-10-2021T05:51:33
High Level	19-10-2021T05:51:29	19-10-2021T05:51:42
Emergency Stop	19-10-2021T05:51:35	19-10-2021T05:51:40
High Level	19-10-2021T05:52:35	19-10-2021T05:52:45
High Level	19-10-2021T05:53:08	19-10-2021T05:53:13
High Level	19-10-2021T05:53:10	19-10-2021T05:53:19
Low Level	19-10-2021T05:53:19	19-10-2021T05:53:27
Emergency Stop	19-10-2021T05:53:41	19-10-2021T05:53:43
Pressure Switch	19-10-2021T05:55:17	19-10-2021T05:55:22
Motor Fault	19-10-2021T05:55:34	19-10-2021T05:55:45
Motor Fault	19-10-2021T05:57:14	19-10-2021T05:57:20
Pressure Switch	19-10-2021T05:57:26	19-10-2021T05:57:36
Motor Fault	19-10-2021T05:57:45	19-10-2021T05:57:51
High Level	19-10-2021T05:58:01	19-10-2021T05:58:03
Motor Fault	19-10-2021T05:58:16	19-10-2021T05:58:18
Low Level	19-10-2021T05:58:23	19-10-2021T05:58:29
Low Level	19-10-2021T05:58:34	19-10-2021T05:58:40
Motor Fault	19-10-2021T05:58:52	19-10-2021T05:59:03
Low Level	19-10-2021T05:58:56	19-10-2021T05:59:04
Emergency Stop	19-10-2021T05:59:05	19-10-2021T05:59:14
Pressure Switch	19-10-2021T05:59:17	19-10-2021T05:59:24
Low Level	19-10-2021T06:01:20	19-10-2021T06:01:23
Pressure Switch	19-10-2021T06:04:07	19-10-2021T06:04:11
Low Level	19-10-2021T06:04:51	19-10-2021T06:05:03
Motor Fault	19-10-2021T06:05:12	19-10-2021T06:05:16
Pressure Switch	19-10-2021T06:05:38	19-10-2021T06:05:46
Low Level	19-10-2021T06:05:49	19-10-2021T06:06:02
High Level	19-10-2021T06:05:58	19-10-2021T06:06:11
Pressure Switch	19-10-2021T06:06:01	19-10-2021T06:06:13
Low Level	19-10-2021T06:07:06	19-10-2021T06:07:14
Pressure Switch	19-10-2021T06:07:14	19-10-2021T06:07:25
Pressure Switch	19-10-2021T06:07:27	19-10-2021T06:07:37
Low Level	19-10-2021T06:07:53	19-10-2021T06:07:54
High Level	19-10-2021T06:08:03	19-10-2021T06:08:05
Low Level	19-10-2021T06:08:11	19-10-2021T06:08:15
Pressure Switch	19-10-2021T06:08:19	19-10-2021T06:08:32
Pressure Switch	19-10-2021T06:08:33	19-10-2021T06:08:44
High Level	19-10-2021T06:10:18	19-10-2021T06:10:31
Pressure Switch	19-10-2021T06:10:49	19-10-2021T06:10:51
High Level	19-10-2021T06:11:16	19-10-2021T06:11:23
High Level	19-10-2021T06:11:47	19-10-2021T06:11:49
Pressure Switch	19-10-2021T06:11:47	19-10-2021T06:11:58
High Level	19-10-2021T06:11:58	19-10-2021T06:12:09
Motor Fault	19-10-2021T06:12:01	19-10-2021T06:12:12
Motor Fault	19-10-2021T06:12:07	19-10-2021T06:12:09
Pressure Switch	19-10-2021T06:12:10	19-10-2021T06:12:23
Low Level	19-10-2021T06:12:20	19-10-2021T06:12:27
High Level	19-10-2021T06:13:04	19-10-2021T06:13:07
High Level	19-10-2021T06:13:37	19-10-2021T06:13:46
Pressure Switch	19-10-2021T06:14:55	19-10-2021T06:15:00
High Level	19-10-2021T06:15:05	19-10-2021T06:15:14
High Level	19-10-2021T06:15:13	19-10-2021T06:15:17
High Level	19-10-2021T06:15:18	19-10-2021T06:15:23
Emergency Stop	19-10-2021T06:15:45	19-10-2021T06:15:55
High Level	19-10-2021T06:16:00	19-10-2021T06:16:08
Pressure Switch	19-10-2021T06:16:09	19-10-2021T06:16:22
High Level	19-10-2021T06:17:22	19-10-2021T06:17:25
Pressure Switch	19-10-2021T06:17:26	19-10-2021T06:17:29
Emergency Stop	19-10-2021T06:17:39	19-10-2021T06:17:52
Motor Fault	19-10-2021T06:17:39	19-10-2021T06:17:45
High Level	19-10-2021T06:17:47	19-10-2021T06:17:59
Low Level	19-10-2021T06:18:33	19-10-2021T06:18:42
Motor Fault	19-10-2021T06:18:50	19-10-2021T06:18:53
High Level	19-10-2021T06:19:15	19-10-2021T06:19:23
Motor Fault	19-10-2021T06:19:19	19-10-2021T06:19:22
Low Level	19-10-2021T06:19:25	19-10-2021T06:19:34
Pressure Switch	19-10-2021T06:19:41	19-10-2021T06:19:47
Pressure Switch	19-10-2021T06:19:58	19-10-2021T06:20:00
Motor Fault	19-10-2021T06:22:09	19-10-2021T06:22:12
Emergency Stop	19-10-2021T06:22:12	19-10-2021T06:22:18
Low Level	19-10-2021T06:22:21	19-10-2021T06:22:26
Pressure Switch	19-10-2021T06:22:25	19-10-2021T06:22:36
Motor Fault	19-10-2021T06:22:37	19-10-2021T06:22:44
Low Level	19-10-2021T06:23:18	19-10-2021T06:23:27
Motor Fault	19-10-2021T06:23:26	19-10-2021T06:23:36
Pressure Switch	19-10-2021T06:24:04	19-10-2021T06:24:10
Pressure Switch	19-10-2021T06:24:34	19-10-2021T06:24:42
Emergency Stop	19-10-2021T06:24:43	19-10-2021T06:24:47
Pressure Switch	19-10-2021T06:26:45	19-10-2021T06:26:51
Low Level	19-10-2021T06:27:07	19-10-2021T06:27:16
Motor Fault	19-10-2021T06:27:18	19-10-2021T06:27:19
High Level	19-10-2021T06:27:40	19-10-2021T06:27:45
High Level	19-10-2021T06:28:43	19-10-2021T06:28:45
High Level	19-10-2021T06:28:51	19-10-2021T06:28:56
High Level	19-10-2021T06:29:04	19-10-2021T06:29:13
Low Level	19-10-2021T06:29:30	19-10-2021T06:29:37
Motor Fault	19-10-2021T06:29:32	19-10-2021T06:29:41
Pressure Switch	19-10-2021T06:30:01	19-10-2021T06:30:12
Pressure Switch	19-10-2021T06:30:37	19-10-2021T06:30:40
Low Level	19-10-2021T06:31:02	19-10-2021T06:31:04
Low Level	19-10-2021T06:32:26	19-10-2021T06:32:27
Pressure Switch	19-10-2021T06:32:31	19-10-2021T06:32:36
High Level	19-10-2021T06:33:00	19-10-2021T06:33:10
Pressure Switch	19-10-2021T06:33:24	19-10-2021T06:33:29
Motor Fault	19-10-2021T06:34:13	19-10-2021T06:34:15
Motor Fault	19-10-2021T06:34:26	19-10-2021T06:34:28
Pressure Switch	19-10-2021T06:34:48	19-10-2021T06:34:57
Emergency Stop	19-10-2021T06:35:06	19-10-2021T06:35:18
Motor Fault	19-10-2021T06:35:28	19-10-2021T06:35:37
Low Level	19-10-2021T06:35:51	19-10-2021T06:35:56
Low Level	19-10-2021T06:36:23	19-10-2021T06:36:28
High Level	19-10-2021T06:36:24	19-10-2021T06:36:27
High Level	19-10-2021T06:36:25	19-10-2021T06:36:31
Emergency Stop	19-10-2021T06:36:42	19-10-2021T06:36:50
High Level	19-10-2021T06:37:53	19-10-2021T06:37:56
High Level	19-10-2021T06:38:22	19-10-2021T06:38:32
Pressure Switch	19-10-2021T06:38:43	19-10-2021T06:38:47
High Level	19-10-2021T06:41:15	19-10-2021T06:41:19
High Level	19-10-2021T06:41:31	19-10-2021T06:41:34
High Level	19-10-2021T06:42:04	19-10-2021T06:42:13
Pressure Switch	19-10-2021T06:42:28	19-10-2021T06:42:38
Pressure Switch	19-10-2021T06:42:44	19-10-2021T06:42:48
Pressure Switch	19-10-2021T06:43:25	19-10-2021T06:43:33
Emergency Stop	19-10-2021T06:44:10	19-10-2021T06:44:18
High Level	19-10-2021T06:44:12	19-10-2021T06:44:17
High Level	19-10-2021T06:44:50	19-10-2021T06:45:02
Emergency Stop	19-10-2021T06:44:55	19-10-2021T06:45:06
Pressure Switch	19-10-2021T06:45:04	19-10-2021T06:45:06
Motor Fault	19-10-2021T06:46:42	19-10-2021T06:46:53
Pressure Switch	19-10-2021T06:49:05	19-10-2021T06:49:10
Pressure Switch	19-10-2021T06:49:40	19-10-2021T06:49:42
Pressure Switch	19-10-2021T06:50:32	19-10-2021T06:50:40
High Level	19-10-2021T06:51:29	19-10-2021T06:51:42
Motor Fault	19-10-2021T06:51:49	19-10-2021T06:51:57
Emergency Stop	19-10-2021T06:51:53	19-10-2021T06:51:57
Low Level	19-10-2021T06:52:07	19-10-2021T06:52:14
Low Level	19-10-2021T06:53:01	19-10-2021T06:53:03
Low Level	19-10-2021T06:53:26	19-10-2021T06:53:32
Emergency Stop	19-10-2021T06:53:45	19-10-2021T06:53:50
High Level	19-10-2021T06:54:08	19-10-2021T06:54:09
Motor Fault	19-10-2021T06:54:17	19-10-2021T06:54:23
Low Level	19-10-2021T06:54:30	19-10-2021T06:54:36
Low Level	19-10-2021T06:54:39	19-10-2021T06:54:44
Motor Fault	19-10-2021T06:54:44	19-10-2021T06:54:52
Pressure Switch	19-10-2021T06:55:13	19-10-2021T06:55:21
High Level	19-10-2021T06:56:07	19-10-2021T06:56:11
Emergency Stop	19-10-2021T06:57:23	19-10-2021T06:57:32
